- Depth 0 | Player 2 | Move None | Score 0.3 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 6 | Score 0.263 | α=0.263, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.263, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score N/A | α=0.237, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score N/A | α=0.237, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score N/A | α=0.237, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score N/A | α=0.237, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score N/A | α=0.237, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 4 | Score 0.25 | α=0.25, β=0.2
            - Depth 3 | Player 1 | Move 0 | Score 0.0 | α=0.1, β=0.0
                - Depth 4 | Player 2 | Move 0 | Score 0.55 | α=0.55, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.55, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.288 | α=0.288, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.013 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.288 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.062 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score -0.05 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score -0.013 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 3 | Score 0.0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 4 | Score -0.312 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 5 | Score 0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 6 | Score -0.312 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=0.0 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score 0.25 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.6 | α=0.6, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.037 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.6 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.6, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.6, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.6, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.6, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.6, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.288 | α=0.288, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.288 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.55 | α=0.55, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.55, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.05 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.263 | α=0.263, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.263, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.55 | α=0.55, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.55, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 5 | Score 0.25 | α=0.25, β=0.2
            - Depth 3 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.55 | α=0.55, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.55, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.288 | α=0.288, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.013 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.288 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.263 | α=0.263, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.037 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.263, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.275 | α=0.275, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.025 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.275 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.275, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.275, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.275, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.275, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.275, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.288 | α=0.288, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.013 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.288 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 6 | Score 0.25 | α=0.25, β=0.2
            - Depth 3 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.55 | α=0.55, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.55, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.288 | α=0.288, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.013 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.288 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.288 | α=0.288, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.013 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.288 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.2 [PRUNED]
